ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
231.3230034,40.2326503,0.3096,0.3858,0.0919,15.189,0.154,7.1,1.039,14.079,0.162,6.7,0.9453,1,0,0000,BB,5,57218.05523251,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.569178,251.678556
231.3233921,40.2325953,0.3389,0.2997,-0.086,14.946,0.102,10.6,0.9872,14.982,0.406,2.7,0.5084,1,0,0000,AC,10,57218.12081148,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.648694,125.523839
231.3232502,40.2326687,0.2496,0.3117,0.106,15.165,0.103,10.5,0.9258,14.391,0.169,6.4,1.093,1,0,0000,AB,10,57218.1209388,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.178135,129.239153
231.3230888,40.2325782,0.2992,0.3354,0.0436,15.359,0.112,9.7,0.8344,14.48,0.23,4.7,0.7097,1,0,0000,BB,10,57218.18651772,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.534477,214.876095
231.3229891,40.2325729,0.3675,0.4332,-0.0617,15.43,0.14,7.8,0.6034,14.478,0.188,5.8,0.5291,1,0,0000,BB,10,57218.25209663,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.73846,231.712273
231.3231974,40.232711,0.3109,0.3332,-0.0978,15.049,0.106,10.3,0.9315,14.212,0.208,5.2,0.6192,1,0,0000,AB,10,57218.31767556,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.040192,349.77125
231.3233441,40.232663,0.3073,0.336,0.1465,15.355,0.131,8.3,0.6945,13.863,0.15,7.2,0.4396,1,0,0000,BB,5,57218.38325443,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.417838,108.589457
231.3235078,40.232888,0.4461,0.4986,0.1659,15.59,0.173,6.3,0.7703,14.718,0.261,4.2,0.9912,1,0,0000,BB,10,57218.44883334,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,1.083359,51.338031
231.3232482,40.2328729,0.357,0.3909,0.1215,15.543,0.132,8.2,0.4445,14.887,0.321,3.4,0.5415,1,0,0000,BB,10,57218.44896071,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.636381,12.01461
231.3233613,40.2326077,0.341,0.3777,-0.065,15.32,0.117,9.3,1.258,14.575,0.228,4.8,0.7538,1,0,0000,BB,10,57218.51453963,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.554013,126.853253
231.3237077,40.2327964,0.3108,0.2943,-0.0424,14.917,0.106,10.2,0.9574,14.85,0.267,4.1,1.751,1,0,0000,AB,10,57218.58011855,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,1.43784,76.032896
231.3230668,40.2325459,0.2685,0.2943,-0.0948,15.037,0.092,11.8,0.5651,14.445,0.192,5.7,0.7621,1,0,0000,AB,10,57218.64569742,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.664662,213.420364
231.3231547,40.2327711,0.3764,0.3688,-0.1383,15.154,0.137,7.9,0.5739,14.419,0.192,5.7,1.065,1,0,0000,BB,10,57218.71127634,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.284635,334.06159
231.3233935,40.2326974,0.2856,0.3379,-0.1527,14.998,0.11,9.9,0.7272,14.39,0.18,6.0,0.7125,1,0,0000,BB,10,57218.77685525,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.53189,91.008267
231.3234338,40.2329579,0.3803,0.5325,-0.1137,15.445,0.183,5.9,0.7083,14.576,0.206,5.3,0.8488,1,0,0000,BB,10,57218.77698263,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,1.129107,34.686496
231.323275,40.2325983,0.3734,0.3843,-0.0056,15.393,0.157,6.9,0.3242,14.305,0.17,6.4,0.6945,1,0,0000,BB,10,57218.84256154,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.42016,150.620461
231.3231065,40.2326058,0.4022,0.4062,-0.0888,15.386,0.138,7.9,0.9362,14.49,0.255,4.3,0.6011,1,0,0000,BB,10,57218.97371938,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.425478,217.153242
