Object,W1 Z Score SDSS vs DESI,W1 Z Score SDSS vs DESI Unc,W1 Z Score DESI vs SDSS,W1 Z Score DESI vs SDSS Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score SDSS vs DESI,W2 Z Score SDSS vs DESI Unc,W2 Z Score DESI vs SDSS,W2 Z Score DESI vs SDSS Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,Median UV NFD On-Off,Median UV NFD On-Off Unc,SDSS mjd,DESI mjd,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter,W1 min mjd,W1 max mjd,W2 min mjd,W2 max mjd
161809.35+551522.2,10.046423539931002,1.7948357926196414,-6.740539021013826,1.2042256279937866,0.4876350723564302,0.0871180553082675,0.2531113104192071,0.0460928176000412,6.936179988554333,1.6885930255818644,-5.097726256874694,1.2410267637069008,0.3114332781584863,0.07581753390198914,0.3013029501812109,0.0836303658592005,7.205217201593464,0.7526241060394185,0.277207130300209,0.04774564359199276,,,56809,59321.46172222,56679.90413609,60491.049449435,56679.90413609,60490.730022575,22,22,1.9265637380992615,0.06797471112129894,0.09380105503636571,1.03362173510476,0.13780305763053396,0.07956039087491407,0.11278874833848618,0.08779301246126969,0,0,2641.557586130002,129.09586390999903,2641.557586130002,129.09586390999903
234329.77+273118.2,1.1246544036639856,1.5972564283476671,-0.9029864985048852,1.2824392851254927,0.05588989828480706,0.07937593897669634,0.025747283518236408,0.036583312577946274,1.1838173788423203,1.5186665639735613,-1.035750727201846,1.3287184544891335,0.047998792958126035,0.06157551264189107,0.03709589924103672,0.04760422685646492,1.0618022520532593,0.7188410586563271,0.031421591379636564,0.030018749031969577,,,58013,59203.06679002,55376.28640755,60491.7977501,55376.2863439,60491.7977501,24,24,2.170710484670008,0.09265488303481284,0.16131931738651728,1.29391102359444,0.042438121020302755,0.09847085185954851,0.3117387531505593,0.23237673123001257,4,5,3826.7804461199994,2636.7136561000007,3826.7804461199994,2636.7136561000007
234212.44+275213.9,4.541759482143059,1.3192822003856148,-5.2778856934464615,1.533110830375425,0.3242292075120985,0.09418152238083927,0.17818534723103033,0.052175687012725715,3.3112230611971416,1.979350771384068,-1.9384673229898155,1.158758174894899,0.1472464217277385,0.08801953629936701,0.11265474554503417,0.06822579692401658,3.767333889944119,0.764504918498452,0.14542004638803224,0.04294491145981985,,,58013,59203.06679002,55376.1209324,60491.92540627,55376.0878246,60491.89344447,24,24,1.8196176764844285,0.06720677579495815,0.07272847123044368,1.3070592012377868,0.1270232622458103,0.08284637281023555,0.16821488001591622,0.13025049266435995,6,5,3826.9789654199994,2636.9121754000007,3826.9789654199994,2636.9121754000007
101549.73+331002.0,3.104428806759466,1.8011054659400585,-2.072393048010669,1.2023462861254783,0.1685716671255738,0.09780071309782284,0.2209047512582252,0.12902946520606529,2.673887740165783,2.0156703004937544,-1.5278294034889954,1.1517313560227922,0.08067438906243823,0.06081518217872259,0.2099246302876461,0.16207206748174538,2.3446347496062288,0.793687177353961,0.21541469077293565,0.10358083552130992,,,58171,59218.46286913,55325.22757185,60422.77085821,55325.22757185,60422.7066799,23,23,0.7630966113921336,0.051569338426704525,0.03189561952183673,0.38430168461840497,0.06406682403461277,0.03749707124294138,0.06957606037388753,0.04948511453122795,3,6,3893.23529728,2845.7724281499977,3893.23529728,2845.7724281499977
162054.19+435910.5,-2.897883252291176,2.1351970988529447,1.5360764268909464,1.1318005746852609,0.08887737739167462,0.0654859778116741,0.22522238190414848,0.167298938559738,-0.5734287016852636,1.162540987442574,0.9671989271510981,1.960851266284866,0.04865664603293057,0.09864407756103878,0.17347892456533823,0.35582484681009385,1.4936468270046213,0.830529892139005,0.19935065323474335,0.1965961955701596,0.03045614560882847,0.21336567468757345,57900,59316.45961604,56696.770248175,60509.814791155004,56696.70435074,60509.36853609,21,19,0.39462053744507325,0.03719429005490946,0.08164648963498476,0.28047583390802483,0.08731479277536845,0.11517786761064165,0.05202655968436898,0.0701196637258183,13,15,1203.2956492599988,2619.755265300002,1203.2956492599988,2619.755265300002
133521.81+321404.0,0.4200325806144222,1.2521624265935347,-0.5573691621942477,1.6615775891018847,0.020520076762199357,0.061172562078054445,0.05880087944786598,0.17550941955325738,2.0475569871943606,2.979602523113178,-0.7295031133320096,1.0615720737918815,0.06393850164166415,0.09304323249953805,0.26411064345023283,,0.93861546083376,0.9464974013030705,0.1614557614490494,,0.4671921144765703,0.3068381571350099,58492,59292.39605595,55371.99875925,60466.426002465,55371.99875925,60466.10625679,24,24,0.3489756778279628,0.05185933838802326,0.05576560132949532,0.24208983328501216,,0.09483022108535807,0.026920892617721515,0.03048304320118761,2,15,3920.397296700001,3120.0012407500035,3920.397296700001,3120.0012407500035
113614.74+535157.2,0.9113473546300707,1.2819225421149099,-1.1362361084094137,1.5982563323796444,0.03622383711349547,0.050953298017239156,0.185872468917973,,,,,,,,,,1.0237917315197422,1.024420410277683,0.185872468917973,,0.32620479175016814,0.4198085413965358,57049,59307.39542855,55328.5728039,60426.04917524,,,23,10,0.1948854358279458,,0.032719244966882215,,,,0.026072287459350918,,12,6,3978.822624649998,1720.4271960999977,,
123711.72+564414.6,-1.985907741038146,1.2938497737706693,2.418877652895443,1.5759364039447494,0.08790377782470005,0.057270678139670274,0.38913638580553384,0.2603165997739973,,,,,,,,,2.2023926969667946,1.019512479860438,0.38913638580553384,0.2603165997739973,0.3213203264557038,0.23428733019263864,58199,59308.2849525,56801.10719069,60433.782666529994,,,20,14,0.2258945218981113,0.03428443782660742,0.08263003580588289,,,,0.03657423460094417,,13,13,1398.0243491200017,2507.30930162,,
092317.74+331948.7,2.1846540640822205,1.5921963294648707,-1.7632580520046315,1.2850789717504183,0.05497443636684579,0.04006588376474315,0.1918278237399058,0.14320268505255276,-1.2730862057340322,1.3071312482493702,1.5123755906449068,1.5528197420705974,0.05135383616023581,0.05272714735277432,0.20676519295717538,,1.6833434781164478,0.7205188393924319,0.1992965083485406,,-0.028363342644121103,0.35060906494089983,58161,59294.18947304,55314.8076889,60409.6018131,55314.8076889,60409.698144270005,23,21,0.2865821823709169,0.04632021628270164,0.03451141837646063,0.24836789706124315,,0.06229641330144632,0.023026831081339738,0.03320269842546408,4,16,3979.3817841400014,2846.1923110999996,2846.1923110999996,3979.3817841400014
160556.08+421201.8,-0.6077019549605784,1.5640360225754755,0.5053300811581238,1.3005626257588137,0.02393945443716755,0.06161271787082407,0.12351915411353939,0.3200692069152,,,,,,,,,0.5565160180593511,1.0170633981510657,0.12351915411353939,0.3200692069152,1.4024255437745015,0.35661213114339985,57896,59312.38316148,56871.04509524,60503.37027788,,,19,9,0.19381167729793786,0.05837183716800717,0.04989537833393494,,,,0.02481829663970153,,14,9,1025.0207383800007,2441.403899860001,,
120539.27+531640.4,3.195768031977265,1.901833421835466,-1.9754945951497678,1.1756365318500939,0.08287591010040032,0.04932028048245215,0.4656752482375359,,-0.8517829519518753,1.2230600894848824,1.2096017504500847,1.736845779498691,0.0741948601351968,0.10653508862595679,0.3675179140700577,,1.8081618323822481,0.771022083977013,0.41659658115379683,,0.2700355916359788,0.6682621698033289,57429,59307.34375238,55334.1960349,60431.24774887,55334.1960349,60273.23737366,21,11,0.17796932607877458,,0.041732067305517796,0.20188093503668908,,0.08692406627135571,0.047624644757498946,0.041953634210827095,14,8,3973.147717480002,2094.8039651,2094.8039651,3973.147717480002
103233.46+315914.6,-2.6211509031870084,1.6868161736913172,1.9295355779062353,1.241733856897611,0.05946288021547852,0.038266758300631275,0.19233840644538902,0.12548249084680466,0.7244696255893751,1.4777506788163057,-0.6658719545334703,1.3582249663208061,0.025324433758569076,0.05165599475191146,0.10805492220459799,0.22285521658842747,1.4852570153040223,0.72524883243062,0.1501966643249935,0.12787719017654528,0.14428255825361003,0.3773247167073362,58485,59224.46974158,55329.09750055,60426.42978824,55329.09750055,60426.237253285,23,21,0.3091576004731115,0.033135981054611345,0.10483160946936002,0.23436631336995642,0.07144944549271466,0.10054760365882986,0.0312927468925468,0.02142441645889559,6,17,3155.9024994499996,3895.372241029996,3895.372241029996,3155.9024994499996
145916.67+342802.3,1.3188999156550145,1.3949559953696213,-1.3560906326597921,1.4342913634609478,0.050889133805776976,0.05382372192076466,0.12555825234325008,0.13445071649176205,-0.9549573931173694,1.2068752133135234,1.4133212127453543,1.7861554373064443,0.02929477658877999,0.037022740490172346,0.10435060277378222,,1.2608172885443827,0.7352717597530799,0.11495442755851615,,0.9120092761623331,0.793948788518726,58220,59348.45952607,55215.6513591,60488.48881263,55215.6513591,60488.48881263,25,25,0.40530297974088314,0.0678259495871994,0.05591865697786397,0.2807341386641249,,0.033417274004055114,0.045707674570986345,0.04340609535950701,1,6,4132.808166970004,3004.3486409000034,3004.3486409000034,4132.808166970004
122721.71+452247.2,-3.5465425169316553,1.9290279926458074,2.149953215944161,1.169398059274721,0.10946882610091946,0.059542055075500734,0.1523038101207699,0.08450490855384357,-0.4390613075631563,1.4204219137485823,0.4352481721220104,1.4080859118112765,0.012583098461723341,0.0407080024816738,0.025959253646947476,0.08400299418191887,1.6427013031402458,0.7536969370022499,0.0891315318838587,0.05957680463322315,0.16437375508362392,0.16066496571695188,56777,59335.3873082,55346.598532649994,60441.285542115,55346.598532649994,60441.38180957,23,23,0.718753037196612,0.0787536898046205,0.03222307698422424,0.4847249706350081,0.03535778513614884,0.05015998931241921,0.05306679886101773,0.05912712982302515,9,6,1430.401467350006,3988.788775550005,1430.401467350006,3988.788775550005
020605.22-063303.3,2.4604871755406292,2.0309829715106567,-1.391885823206528,1.1489173499140115,0.11151104926560407,0.09204560968458013,0.14013050691384116,0.11694923824329095,0.494509629668809,1.4009357784498315,-0.5040191930994689,1.4278761792998047,0.035069915425774645,0.09935236104518726,0.05832291783308052,0.16538432686148735,1.212725455378859,0.768373051740345,0.09922671237346084,0.10127820582079013,0.06316463015649831,0.14901067074809515,56660,59217.22093664,55210.0655273,60509.965750154995,55210.0655273,60509.83815752,25,25,0.7957656881535891,0.0979895756365729,0.10919806650349362,0.6013059141887296,0.07420322209255825,0.0735459330497823,0.06151975989126568,0.054619041990485395,3,3,4007.1554093399973,1449.9344726999989,4007.1554093399973,1449.9344726999989
143314.19+355028.3,1.4841411208059656,1.2731299669753033,-1.883555356544777,1.6157565714315385,0.05390146591717765,0.0462379018821274,0.15553237737146022,0.13414044993777152,1.751465380776354,1.7030345389023362,-1.270537328390526,1.2354049226223667,0.036121576312045545,0.03512275648391197,0.12412842977134507,0.12150814107670146,1.5974247966294057,0.7356154385304103,0.13983040357140264,0.09049570246346422,0.3571440785840425,0.19002977630423804,58223,59318.48842594,55209.10074725,60481.26634336,55209.10074725,60481.65001224,25,25,0.346561062256793,0.030953534668947295,0.05124948557259254,0.2910016374055847,0.03287833082109722,0.04484275725450804,0.021001604203600754,0.016453523013659377,3,9,4109.38767869,3013.8992527500013,4109.38767869,3013.8992527500013
160120.37+541708.2,0.7832651232793869,1.355703664111536,-0.8556660300231617,1.4810177776093765,0.03152367548670587,0.054562320079642,0.058729636234416766,0.10192998414038855,0.4797999968557768,1.2456423536538463,-0.6460086310597846,1.6771482220661478,0.0259075970292712,0.06726052595360334,0.07023878754040297,0.1827481419416292,0.6911849453045275,0.7243875479705423,0.06448421188740987,0.10462624557200946,0.265638339475914,0.3974147741731496,56799,59334.41045544,55214.5884644,60486.83189253,55214.5884644,60487.534861195,25,25,0.5367592498084017,0.06883077928827203,0.03656472381397868,0.3688502882309658,0.06316787490466821,0.061282080337155875,0.04878023809739351,0.024269680353076084,0,1,4119.821991039993,1584.4115355999966,4119.821991039993,1584.4115355999966
160113.63+541207.6,0.2388850983043163,1.5170555339635137,-0.20939874049512464,1.3298004786738038,0.011565525101816132,0.07344762810007002,0.033013944892437204,0.20971680278266283,1.7987041780325517,1.8217236685042866,-1.1812439705701374,1.1963613170784866,0.05839855046315412,0.05914592454076378,0.2486796536543733,,0.8570579968505325,0.7424530427744608,0.14084679927340527,,0.2652556788622268,0.2542371188525849,57897,59312.49146153,55214.5884644,60486.83182864,55214.5884644,60325.72066031,25,24,0.35032242101020616,0.053039363089250835,0.057871432910310716,0.23483445310053058,,0.07033155989582451,0.027566675885816294,0.028376699280874274,1,11,4097.902997129997,2682.4115355999966,4097.902997129997,2682.4115355999966
161217.95+545042.3,-0.6490513714239626,1.1222343166616908,1.2743415131979015,2.203384570499766,0.03149883115409502,0.05446266784446507,0.11028155983400068,0.19153999367469288,-0.18873602644691814,1.3388534353275348,0.21200561194382292,1.503922951029885,0.00748387744013751,0.053089042982031875,0.043314292788245216,,0.5810336307531513,0.7972070853506458,0.07679792631112295,,0.10178614356365615,0.9294314114370623,56810,59337.42374023,55216.8378995,60489.57971609,55216.8378995,60490.506035155006,25,23,0.2856219226632999,0.04692952731866448,0.07246426136870884,0.17278078339463296,,0.17440842308126747,0.020931257360207622,0.024326953567326726,1,17,1593.162100499998,4120.585840729997,1593.162100499998,4120.585840729997
143132.84+342115.4,2.862204965033234,2.653230967221846,-1.1646499161888642,1.0796170300014631,0.05148168719087581,0.047722929828008985,0.20933391765538648,0.19807803668064142,2.0575534215790308,2.759275108646393,-0.8000777377929719,1.0729415643458993,0.09268475928171754,0.12429458528501339,0.464711655167747,,1.7211215101485253,1.029866806393876,0.33702278641156674,,0.1522177493463639,0.22605622641498202,58223,59312.3208087,55209.5641958,60481.6818467,55209.5641958,60321.177235965006,25,22,0.24593094022931794,0.04669039261533864,0.0520019092270414,0.19944573855859313,,0.11584469221377168,0.027503026178438528,0.021266967595321734,5,17,4102.756612900004,3013.435804200002,4102.756612900004,3013.435804200002
163102.45+313615.0,-2.356597781047292,1.319562650481763,2.7371865895020355,1.5326710480484664,0.07510972507233243,0.04205723551575157,0.27715126616792324,0.15930653562487126,0.921965964255983,1.6409132103262907,-0.7086604776328806,1.2612725246558758,0.034841327813234846,0.06201052673368778,0.12331033617155997,0.22004557261560187,1.6811027031095478,0.7234349778723889,0.2002308011697416,0.13582951292017367,0.10401447619907651,0.2822582563500228,58255,59308.48025930001,55244.268026599995,60520.64888312,55244.268026599995,60520.64888312,24,22,0.27100624908141024,0.03518676895188114,0.039661864242939215,0.2825499377826737,0.036523731104968586,0.08933618271904543,0.03603542530713402,0.028315949454008033,5,10,3010.731973400005,4064.212232700018,4064.212232700018,3010.731973400005
154643.07+420526.7,0.06497857364678492,1.5825960679023785,-0.05297343761018499,1.2902030524841914,0.0023518598890769904,0.05728110058160276,0.006720369608335096,0.16368254641783772,0.20732162148791936,1.3280619261132849,-0.2372298954782297,1.5196485039011203,0.01076145076705981,0.0689357575486044,0.05728303478493734,,0.14062588205577975,0.7177357751019973,0.03200170219663622,,0.13171510654000163,0.1734127077917864,57903,59340.38316703,55222.7624867,60497.11391475,55222.7624867,60335.39542318,25,23,0.3499599019315903,0.05579651852336209,0.052569668495176136,0.18786453628831742,,0.053784684718182874,0.01647915338759265,0.027014610282572404,0,19,4117.620680330001,2680.2375133000023,4117.620680330001,2680.2375133000023
142823.15+340445.8,0.6769845435244107,1.3273973696565313,-0.7755430150703297,1.5206458819583542,0.03634936022860358,0.0712720040917837,0.1782860947856832,0.3538506737009034,,,,,,,,,0.7262637792973703,1.0092506719452778,0.1782860947856832,0.3538506737009034,0.16466340985061817,0.7307152513816717,58223,59342.38074746,56669.23639017,60481.20165571,,,14,3,0.2038821943590102,0.0627193335430354,0.07303263938482088,,,,0.06722662388367417,,12,2,2673.1443572900025,1553.763609829999,,
102144.38+331709.1,-0.7910926633530944,1.3460840004892227,0.8779399603385687,1.4938590493215291,0.044283809028853705,0.07535113087991577,0.24863554700242982,,,,,,,,,,0.8345163118458315,1.0054298826388754,0.24863554700242982,,0.2905413779316086,0.4616086296134496,58466,59203.43642803,55326.3522209,59691.99200822,,,13,3,0.17810731234026217,,0.07086820536813616,,,,0.04296861596434737,,9,0,3139.6477790999998,3877.0842071299994,,
013313.03+311507.3,1.9976804904757033,2.1303234651384853,-1.0620135262916854,1.1325296243018808,0.03915230488889798,0.041751958942750675,0.13569933247157534,0.1453406667692425,-0.001385173872922832,1.493167905274864,0.001249197552823362,1.3465902943201553,4.604557960885547e-05,0.04963548836410372,0.00015678063527933914,0.16900392069986223,0.7655820970482837,0.7851654773892082,0.06792805655342735,0.11145204644695102,0.36877214288911403,0.2316476960118341,58130,59200.06640136,55215.1013838,60311.864872645005,55215.1013838,60311.76809572,24,23,0.28852245752276734,0.02876660887931123,0.033568465029507555,0.29369430431771854,0.04725049394227105,0.10207605759619683,0.01932661431943572,0.01896945327352645,9,12,3984.9650175600036,2914.8986162,2914.8986162,3984.9650175600036
114246.89+504100.5,1.1974146737241878,1.308932994426636,-1.4177732043780837,1.5498140840822114,0.049546675096111215,0.0541610848944505,0.24123187120234474,0.2748002480387852,,,,,,,,,1.3075939390511357,1.0143013949411517,0.24123187120234474,0.2748002480387852,0.26106135718156875,0.38598009078574924,57071,59308.27622294,55332.24388275,60271.460753505,,,21,13,0.20539025315834647,0.06583165020119737,0.03505564345506409,,,,0.033977531463731864,,14,10,3976.0323401900023,1738.756117249999,,
164239.69+305545.9,0.10275462770019793,1.2430921488447924,-0.13915293347239163,1.6834270432368912,0.003520592719608473,0.04259098852262202,0.013722550734188191,0.16602965512053064,-0.3646617072010246,1.7478272010793305,0.2543869467061053,1.219279173744842,0.0105888355398715,0.05075239439423911,0.06627369450391457,,0.21523905376992986,0.7466904616699268,0.039998122619051384,,0.05683985007970329,1.5009867282296478,58252,59356.39891113,55248.1718149,60361.11034008,55248.1718149,60361.62567727,23,21,0.2565552707950507,0.0465723052115385,0.04311889792620699,0.15977433609418065,,0.09712403330131253,0.03924468751711685,0.029117291106923904,0,14,4108.227096230003,3003.8281850999992,3003.8281850999992,4108.227096230003
161339.24+534552.0,0.9969160606704176,1.254830514162154,-1.315151927328834,1.6553979159103733,0.027968360669805348,0.03520411976908362,0.1302827889866352,,-0.24896632325844276,1.107816929607688,0.5222526851186795,2.3238499028118116,0.02188420074284414,0.09737737922365268,0.11062047206434007,,0.7708217490940934,0.8269854366763637,0.12045163052548763,,0.8361851805473293,0.34142193074887595,58248,59311.39483452,55218.8562628,60332.04019678,55218.8562628,60128.56206883,24,17,0.21467425503666818,,0.02519378123751621,0.19783138088685479,,0.10307744228836718,0.03153548638795664,0.012473287469780603,11,14,4092.538571719997,3029.1437372,3029.1437372,4092.538571719997
153938.14+433708.6,-0.24078427123441803,1.5476108000700335,0.2038569728977796,1.310265206729546,0.01017434039199705,0.06539430085494999,0.033007067286092075,0.2122104683154585,-0.8192010923836625,1.324292633220873,0.9435753314802154,1.525351799437021,0.027896574943302443,0.04509665457356046,0.12872286931844978,,0.5518544169990188,0.7155567408890551,0.08086496830227093,,0.08705440297700669,0.2218698299953481,57901,59338.37569316,55219.7516407,60493.825796455,55219.7516407,60493.92155448,25,25,0.30824733090673984,0.04777448201298143,0.08338117459012659,0.21671809439151493,,0.1402562177007744,0.024048568385578117,0.01840345850395264,0,11,2681.2483592999997,4118.62405246,2681.2483592999997,4118.62405246
155028.39+432634.5,0.06891915458840975,1.7292536280662174,-0.04885158893902709,1.225737429806179,0.0027225859850297796,0.06831252821442389,0.007118722759470953,0.17861888201671963,-1.9504855446765632,1.15739727981613,3.347179950061676,1.9861808152486862,0.06937795422497733,0.04116813668183941,0.2363332867063038,0.14195024562815148,1.353859059566419,0.7817141841489984,0.12172600473288737,0.11407736108316512,0.5406547226687963,0.3031670209524999,57843,59348.39990542,55222.6960162,60496.98657692,55222.6960162,60497.114233085,25,25,0.3824542796539692,0.0526362820411404,0.037202108587982646,0.29355980781156205,0.02730666687922559,0.0680303594730437,0.02660611900826726,0.013622679669188453,0,1,4125.70388922,2620.303983799997,2620.303983799997,4125.70388922
113016.42+513021.9,1.4249329373872996,1.3456488808860807,-1.5825059301171374,1.4944544251761587,0.059711387772703683,0.05638901314178414,0.14651346594077994,0.13909667390040492,0.5756547240923251,1.6277548836220022,-0.448202832794182,1.2673644797830859,0.01892047271265679,0.053500632531115075,0.0658016441653684,0.186252724093549,1.007824106097736,0.7202414363136197,0.10615755505307417,0.11623033373696309,0.24367397659825354,0.2524292903248269,57064,59301.38338885,55329.4984241,60426.81893311,55329.4984241,60426.979379225,23,23,0.40754880371773305,0.03973127486059275,0.053791380829392554,0.287537993201311,0.036574135451724665,0.10990499760658728,0.03703410538825269,0.032013418780946434,1,7,3971.884964750003,1734.5015759000016,3971.884964750003,1734.5015759000016
160433.83+535446.8,-1.028764075717881,1.6947189842910004,0.7518902720289681,1.2386150996009833,0.02880942276825127,0.04745876809291874,0.13783359595440886,0.22824985672282172,-1.8030002107782264,1.2102653467422715,2.6447810121550357,1.775311389093846,0.06859392643022841,0.04604372848057616,0.3432339415323742,,1.5571088926700278,0.7509457594613352,0.24053376874339152,,0.1604518709748964,0.17513081385129847,57544,59311.39483454,55215.9118937,60489.57907943,55215.9118937,60327.91361358,25,24,0.20901597008163775,0.035324142571377115,0.04584690964766172,0.1998459887853444,,0.05484911359032166,0.029186872699125954,0.025597078951806906,1,12,2328.088106299998,4095.4829408399964,2328.088106299998,4095.4829408399964
015323.38+045923.8,3.554843000736385,1.4083835550342354,-3.58445783210232,1.420116574318703,0.2604523019196296,0.10318788729022123,0.5974316380543231,0.24890124120653617,5.966789587439179,1.7177980082044475,-4.2719977051058615,1.2298789895881546,0.24225961672934349,0.0697448906128837,0.759621401107977,0.23422721329136717,4.344522031345937,0.7273113006463905,0.6785265195811501,0.17089047319876693,0.7408020513001377,0.44385816368469033,55511,59217.16862422,55210.8948831,60510.952107824996,55210.8948831,60511.079573065,25,25,0.4359533130315192,0.05618024959093659,0.08354558595281214,0.31892152640247595,0.03521965307151225,0.04342240718944179,0.04681339733208151,0.03797518887573681,4,7,4006.2737411199996,300.1051168999984,4006.2737411199996,300.1051168999984
085524.55+312152.2,-0.7243552952435308,1.3140352410270173,0.8497231713124077,1.5414620415611757,0.04381302325678238,0.0794801348915279,0.042823204677336565,0.07773025045799986,-0.025707740965899232,1.8307177553712728,0.016764433571615684,1.193840650526624,0.0011271617391586108,0.0802682356178258,0.0014239373551075578,0.10140246156689484,0.4041376602733634,0.7449654706308685,0.02212357101622206,0.06388358757945771,0.004379793592821329,0.06366526507394715,58140,59226.37565145,55309.87843215,60404.97378208,55501.3618518,60404.97378208,23,22,1.0231140706750903,0.06368690858514514,0.05509087571117677,0.7915809885284385,0.04462232235733088,0.03145539215816054,0.055292018012506494,0.016838523786227855,1,2,2830.121567850001,3916.4972192999994,2830.121567850001,3916.4972192999994
122256.17+555533.3,0.1363583859827567,1.244392136497242,-0.18411487134124904,1.6802127456849196,0.005086369266695201,0.04641766528093948,0.025271356994641003,0.23072521952875905,,,,,,,,,0.1602366286620029,1.045421764186377,0.025271356994641003,0.23072521952875905,0.1696741603310298,0.397176285132943,57867,59309.26965079,55334.626754950004,60431.31256385,,,20,7,0.20127012838185962,0.054500731795585934,0.1372427542842856,,,,0.02267999804038981,,7,4,3974.642895839992,2532.3732450499956,,
160205.95+440714.2,-0.8013519733213331,1.5161150381692063,0.7032096264688367,1.3304349713596335,0.029526630288486566,0.05586280398274665,0.18708309159902684,,,,,,,,,,0.7522807998950849,1.0085462336922788,0.18708309159902684,,0.278589924002473,0.5186312554821695,57897,59311.38455029,55225.7064171,59974.06236206,,,14,5,0.15782629010520455,,0.09753413913989063,,,,0.03587423240413566,,9,1,2671.293582899998,4085.6781331899983,,
074417.57+311649.4,-1.9491054063049118,1.623691231812061,1.5236813257809738,1.2692941083348066,0.09194917015210707,0.07659773600002831,0.21677740139192916,0.18707259322987405,-0.978872191599374,1.5243047119279312,0.8508700197349963,1.324979084553551,0.0402576521539082,0.06268941890063713,0.16601716450218326,0.2634894340195442,1.325632235855064,0.7213942740895439,0.1913972829470562,0.16157261291574887,0.08451681615274789,0.1936497586495944,55538,59220.29517074,55293.4378115,60391.21318755,55293.4378115,60391.309646045,22,22,0.4241640021593618,0.09556023347656481,0.11579828003910653,0.2424909031221213,0.07437301199540738,0.0424842734480409,0.04431179913940664,0.02564439676107838,0,9,244.56218850000005,3926.857359239999,244.56218850000005,3926.857359239999
160434.01+540300.8,-2.3926467021978564,3.4893686490870692,0.7157170000583345,1.0437815408886395,0.03471657785681609,0.05062968062350687,0.1079171806096462,,-1.0649877709802391,1.8058852179870677,0.7082279718473434,1.200932499109241,0.03708853567370107,0.06289052339847531,0.16948994037727516,,1.2203948612709432,1.0597356321947866,0.13870356049346066,,0.30546749924991656,0.2259129126034426,57544,59312.49146149,55215.7133729,60489.004467275,55215.7133729,60489.26009819,25,25,0.3216964867011448,,0.02477733417108276,0.21882440687125182,,0.06817018127820655,0.029847615579218667,0.01239516970344795,2,2,2328.286627100002,4096.778088589999,2328.286627100002,4096.778088589999
113354.23+511800.9,-0.3591192542347739,1.1777568395272162,0.577192710063708,1.8929440679846354,0.029856364770889043,0.09791604710045945,0.07820911024041056,0.25655987773715905,-0.8370278368169161,1.514924754452629,0.7355386838808011,1.3312409827443545,0.05669862939200254,0.10261804139766952,0.27319790195933036,,0.6272196212490497,0.7515628709297575,0.17570350609987045,,0.08655533865750839,0.42894687512664526,57134,59308.27622287,55330.3254112,60427.71743023,55330.3254112,60427.781544904996,23,17,0.3817504722801755,0.028746520065317027,0.04477301725586691,0.20753684045656762,,0.08487060915518257,0.017255342433983467,0.023577975137601848,2,13,1803.6745888000005,3977.9508116700017,1803.6745888000005,3977.9508116700017
155716.21+425652.5,0.6845752240283471,1.4189542953343537,-0.6800236581600785,1.409520030533953,0.040138238239367574,0.08319659192712156,0.07020341737491678,0.14583468429572777,0.08748266067133863,1.4053944606049402,-0.08859106544209822,1.4232007997466574,0.003291499255716368,0.05287739062312957,0.009648613144937817,0.1550066830486809,0.3851681520754656,0.7071426710282208,0.0399260152599273,0.10641290679869243,0.25127426251687773,0.15704585439586513,57843,59340.43845644,55225.0450224,60499.73198079,55225.0450224,60499.859636925,25,25,0.5717419427748357,0.07869145331911942,0.07834150349380953,0.3411370324701293,0.03581636807133179,0.036902423078363694,0.016946443992476246,0.025568857070483453,0,1,4115.393434040001,2617.9549775999985,4115.393434040001,2617.9549775999985
161848.25+540918.0,-2.089470138788347,1.362751572265775,2.256952852187258,1.4719837296317837,0.09929840655873412,0.06476238025582438,0.18070663665665831,0.12068417206194364,-2.191988510201993,1.185939250949831,3.4382202245780062,1.860192377267915,0.05884492662950741,0.03183707755966518,0.1845017130875269,0.10318223061138317,2.4941579314389006,0.7454275423960837,0.1826041748720926,0.0793902420014851,0.1265052730384272,0.1637091257733953,58248,59311.39483462,55219.9479324,60493.57258529001,55219.9479324,60494.21105729,25,25,0.5495006071492581,0.07897096553553926,0.07310921241920731,0.3189397303947612,0.04515127876117517,0.04428876148634753,0.02746946676763562,0.027048647764614908,1,2,3028.0520676000015,4091.446902219999,3028.0520676000015,4091.446902219999
