Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc,W1 Gap,W2 Gap,SDSS Redshift,DESI Redshift
135756.64+033823.9,5.854369087982067,1.1574544335410146,-10.04458124993573,1.9858920621638587,0.16041733313254242,0.03171575803654829,0.4909887913788719,0.10821035693036365,3.2253053368460436,1.1986402054872158,-4.880453447348827,1.81375315266166,0.202330069165561,0.07519317718861517,0.6239719487138565,,6.001177280528166,0.790960922284159,0.5574803700463642,,1097.5598052400019,1826.6325362700009,1.34954,1.3461301990953494
131630.87+211915.1,3.525546201074327,,,,0.2110418216450781,,1.120440095241699,,,,,,,,,,3.525546201074327,,0.8722060219777779,,2904.301150219995,,2.211,2.207257711844981
113818.13+493823.4,2.0061073075337927,,,,0.17662498760902764,,1.0766458472260572,,,,,,,,,,2.0061073075337927,,0.8503088979699569,,3080.36215773,,1.9638785123825075,1.9626132579406508
125715.83+310029.7,1.9609553239404305,,,,0.16868382869172419,,0.9075985886814745,,,,,,,,,,1.9609553239404305,,0.7657852686976655,,3478.5471573800023,,2.396,2.394199188856956
085932.52+325742.6,7.23129991773621,1.5902574940481058,-5.848226036796115,1.2861014461717608,0.21555415695133362,0.04740318025315575,0.3756442745327909,0.08370053789930781,4.876303940880637,1.3132204149548656,-5.728715158574177,1.5427803083870897,0.1768242499645013,0.04761992232800186,0.3205136979275661,0.08790526868314263,5.921136263496784,0.7197089153532163,0.3480789862301785,0.0606900245239878,4937.166467604999,3284.071960479996,1.213623,1.211239719107806
160939.13+563909.4,25.815941250015072,1.368494421848281,-27.6335271513306,1.4648440433124579,0.43508620319709523,0.02306377429093448,0.3363533868526599,0.018356038468052643,18.221266703397973,1.4968942062731863,-16.358614857262975,1.3438756043192628,0.30040427854943597,0.02467849416947891,0.3988510733505322,0.03370261511989621,22.007337490501655,0.7099841089118011,0.3676022301015961,0.01918860608642851,3444.733716155002,1460.6128893700006,0.5227110981941223,0.522890989978021
165231.29+353615.8,10.729668360391203,1.3930629133418928,-11.063134851923754,1.436357802484142,0.19159084707482,0.024874776612942646,0.35858744133177767,0.048530222231646214,4.306961957295723,1.2004476066851681,-6.48507617788397,1.8075372511067849,0.1077079820484288,0.03002064809323497,0.21895384627889247,0.06184962384088017,8.146210336873663,0.7379029995458624,0.28877064380533507,0.039308263886590505,3447.2072608450035,932.955810169995,0.927977,0.9274734278146192
100523.31+024536.0,5.937815125305885,1.4378213644756033,-5.747477201120164,1.391731695449394,0.21009200733576341,0.050873051834426135,0.8746414424361418,,3.3873844140736056,,,,0.2310705638512672,,0.8073269170351728,,5.024225580166552,,0.8409841797356573,,1826.743555299996,4542.708759510002,1.4816200000000002,1.4813788864441972
164750.17+342837.4,2.1331629938935386,,,,0.14842091082731798,,0.8145461390681791,,,,,,,,,,2.1331629938935386,,0.8109365280516759,,2002.1568615900032,,1.815733551979065,1.8172831873398545
160045.66+542300.8,1.7139093131736844,,,,0.13970414130124517,,0.7831226456463513,,,,,,,,,,1.7139093131736844,,0.795224781340762,,4747.145655870001,,1.9250036478042605,1.923342842673876
102017.31+334422.8,1.7338113471589836,1.3924235799574238,-1.7893910307260719,1.4370596137982437,0.11196212057124577,0.08991675882205624,0.4555031737616798,0.3845993004051435,,,,,,,,,1.7616011889425276,1.0004978460285916,0.6314150453984263,,2919.832644369999,,0.6059651374816895,0.6061621141175856
163710.55+215416.4,8.407333704500157,1.5080318358510398,-7.448113724514764,1.3359755908814737,0.1661849194700296,0.029808754833295353,0.38762507762750725,0.07224283657905159,8.525675803445633,1.4186903276842062,-8.472122294215147,1.409778911473877,0.16377319021688985,0.027252202200884323,0.3502253842152988,0.06061677767243576,8.213311381668927,0.7097160357527047,0.36892523092140306,0.047152468579007234,2909.568928740002,2922.129750934997,1.401497,1.4028993310391369
142744.43+333828.6,9.570500494278294,1.8807241077881875,-6.008469684810457,1.1807401079905244,0.13743103549665758,0.027006932581152242,0.23190230229747844,0.045908807106343236,4.623809868947388,1.336298985894414,-5.216425130694265,1.5075670950388291,0.13631119907423062,0.039394465224932146,0.28565131288555967,0.08372070914381854,6.354801294682601,0.7495717067924274,0.25877680759151905,0.047740904132282866,4380.051936219999,160.3723248049937,1.242162,1.2388492466976198
132735.80+323213.1,6.057411314765188,1.3850356986072636,-6.321048520903623,1.4453167201540014,0.17777717971091,0.04064900458338351,0.45592827226538524,0.10834219205048333,1.7147272317668043,1.1169096519669648,-3.4468207569525515,2.2451310626668457,0.12545722269098825,0.08171817670857985,0.44279259496677137,0.2936229559621395,4.3850019560970415,0.8021597786282106,0.4493604336160783,0.156486797243608,1095.561928025003,3273.349776654999,0.5720134973526001,0.5717727598074129
123223.14+581010.7,10.23988025874152,1.5755438851989567,-8.410487679502832,1.2940671277547153,0.1725805491655058,0.02655384848957287,0.3407314328150405,0.05443884245395259,7.852748284041145,1.9209856733440367,-4.7877396478937655,1.1712051550151226,0.1336064643614181,0.032683602558104104,0.23202349722756774,0.05837389939361163,7.822713967544816,0.7590642157308811,0.2863774650213041,0.03990958436936472,4732.512477644996,4939.108190879997,1.427728,1.4263349661054328
160831.07+544538.5,8.920274488489637,,,,0.10472385255926983,,0.4831322693886279,,3.2287825467466895,,,,0.2472788820525078,,1.3319611642339528,,6.074528517618163,,0.9075467168112904,,4906.9439174900035,4366.290169895001,0.9036659598350524,0.9047985984216736
