Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc,W1 Gap,W2 Gap,W1 Epochs,W2 Epochs,W1 2nd lowest Flux,W2 2nd lowest Flux,W1 median_abs_dev of Flux,W1 Median Unc,W1 median_abs_dev of Uncs,W2 median_abs_dev of Flux,W2 Median Unc,W2 median_abs_dev of Uncs
023044.93+011246.0,5.940157025,1.157683305,-10.18383179,1.984737441,0.451249669,0.087944512,0.43615145,0.087030233,3.945970237,1.85432704,-2.526910517,1.187469297,0.240978691,0.113242948,0.42823619,0.213926896,5.649217393,0.795613971,0.43219382,0.115476165,3840.216031,724.4945415,25,25,1.034616917,0.562723787,0.072307135,0.057710629,0.013400228,0.043345324,0.055872072,0.016864331
121727.53+544746.9,5.232916529,,,,0.130011302,,0.572534387,,1.222065233,,,,0.191161872,,0.884516265,,3.227490881,,0.728525326,,1826.615123,4938.862112,23,23,0.227080338,0.216120245,0.024672778,0.044252891,,0.021949481,0.055008528,
161003.12+543627.8,2.800033221,1.182944713,-4.430797322,1.871902171,0.23679197,0.100038745,0.442779309,0.192225269,2.289772632,1.126993509,-4.405736467,2.168440801,0.149642303,0.073651812,0.476386086,0.240062017,3.481584911,0.824455343,0.459582697,0.153769573,2553.478473,892.1502435,22,22,0.534785537,0.314119802,0.030447365,0.057444438,0.011443081,0.01600857,0.049106971,0.006005343
100512.45+411813.6,2.175222516,1.673154088,-1.621565327,1.247287869,0.126631972,0.097403737,0.306170842,0.242494155,1.939039237,,,,0.168708209,,0.827257749,,1.91194236,,0.566714296,,1462.447033,5094.489016,23,21,0.413599057,0.203936692,0.011676445,0.05821564,0.014174699,0.017146675,0.053896796,
142038.52+532416.4,7.009605988,1.403867307,-7.114084385,1.424791993,0.482506664,0.096635293,0.632300887,0.138545785,4.542353621,1.324267995,-5.232217597,1.525389453,0.314614766,0.091722111,0.64816242,0.205315459,5.974565398,0.710693954,0.640231654,0.123844027,731.5939518,731.6581941,24,24,0.763096611,0.485394951,0.076303582,0.067590692,,0.06455287,0.062725869,
141648.88+530903.5,2.625343735,,,,0.156496674,,1.011871837,,2.120297664,,,,0.202078457,,1.106686955,,2.372820699,,1.059279396,,1993.749903,4366.049821,22,10,0.154660569,0.182597667,0.027443799,0.042723972,,0.036341045,0.080572966,
141320.04+520527.8,1.653968513,1.113140012,-3.382633848,2.276551853,0.119881468,0.08068162,0.283512652,0.192281249,3.576473596,1.116594297,-7.199420807,2.247697906,0.211823178,0.066132336,0.924864562,0.312236157,3.953124191,0.891652179,0.604188607,0.183346323,3110.88378,1983.213531,24,24,0.42284345,0.229031565,0.02809238,0.050361273,0.0135168,0.026197502,0.047698847,
142554.48+351919.8,3.537675061,,,,0.219649946,,1.581071308,,2.143991107,,,,0.293643879,,1.687818085,,2.840833084,,1.634444697,,2188.954385,4365.73305,20,9,0.138924756,0.173978394,0.034948343,0.058317836,,0.073544331,0.096362086,
121938.27+552318.3,3.570030243,1.450846057,-3.396250699,1.380222743,0.209224774,0.085028114,0.875857502,0.4215639,1.094437999,1.162179793,-1.848191164,1.962587582,0.095381015,0.101284759,0.353318779,0.381219337,2.477227526,0.758797609,0.61458814,0.284184933,731.4098414,1812.151025,17,11,0.238879925,0.26995739,0.039044089,0.057469234,0.009951488,0.030702355,0.075386247,0.013624179
142628.80+021305.7,2.449763737,1.397179804,-2.510616148,1.43188591,0.247800878,0.141328887,0.334135931,0.195688404,5.069361161,2.3345938,-2.403019043,1.106662789,0.220495562,0.101544861,0.402814099,0.197414791,3.108190022,0.816908785,0.368475015,0.138984308,3450.41426,1621.006127,25,25,0.741616973,0.547387896,0.031927678,0.05779836,0.014967129,0.037191519,0.0572763,0.014344011
161809.35+551522.2,15.15566509,1.3637693,-16.34404066,1.470704238,1.131044664,0.101776067,0.587083809,0.056881773,11.54175738,2.176591961,-5.970054366,1.125857347,0.794741094,0.149875536,0.772556948,0.176693937,12.25287937,0.791673267,0.679820378,0.092812019,4748.310939,4909.193528,25,25,1.926547191,1.028715224,0.130033402,0.071430806,0.00546027,0.124996346,0.072182176,0.006233352
234329.77+273118.2,9.384815869,1.166220237,-15.6398471,1.943512419,1.485177189,0.18455809,0.684224551,0.090141681,10.82131636,1.089485561,-25.02556684,2.519563501,1.073644561,0.108094081,0.829784162,0.087956316,15.21788654,0.889960996,0.757004357,0.062971891,2919.698781,3081.27392,24,24,2.17059909,1.293884132,0.31048984,0.078827889,0.017743758,0.232376731,0.070496929,0.023111714
234212.44+275213.9,24.26176849,1.361777348,-26.24715841,1.473214362,1.759532456,0.098759966,0.966980129,0.064922436,12.56383837,1.818315037,-8.273081565,1.197330638,1.025836557,0.1484653,0.784843224,0.135815081,17.83646171,0.740129563,0.875911676,0.075267288,2392.815425,2392.783463,24,24,1.81961594,1.307059201,0.168204057,0.078384329,0.029033658,0.130250493,0.072811744,0.018830166
115346.15+561935.2,7.470601514,1.380169796,-7.853491839,1.450907562,0.796297847,0.147113487,0.379748342,0.072520501,5.021851289,1.194420428,-7.688347096,1.828632172,0.516040278,0.122737416,0.375308344,0.091125762,7.008572934,0.740799281,0.377528343,0.058230421,1823.595837,1289.181808,23,23,2.096909343,1.374976833,0.132278564,0.07505321,0.023851274,0.061657291,0.072733335,0.016677797
101549.73+331002.0,12.62205948,1.871033921,-7.981665563,1.18316405,0.398297598,0.059041737,0.521949111,0.084565413,7.709117938,1.982014541,-4.504959095,1.15822517,0.288490837,0.074171006,0.753072115,0.230942325,8.204450519,0.797281016,0.637510613,0.122969169,1078.517745,4208.491058,23,23,0.763096611,0.383085273,0.06957606,0.0672376,0.018699382,0.049485115,0.050541617,0.013119588
140518.48+043406.9,5.381450908,1.113693046,-10.97770291,2.271839249,0.433252315,0.08966171,0.384203283,0.080639991,6.739158266,1.342033012,-7.529656024,1.499452388,0.294221139,0.058591068,0.411887554,0.085061389,7.656992028,0.808199227,0.398045418,0.058605136,1644.840793,1985.462279,25,25,1.127664273,0.714323937,0.07421398,0.080508458,0.011963933,0.029301947,0.068515099,0.024748223
165101.20+345355.2,2.410119009,1.644971941,-1.845259895,1.259440193,0.135032248,0.092163191,0.1716556,0.11824282,2.893908367,1.175070996,-4.68965566,1.904233876,0.10496503,0.042621033,0.310992054,0.127951245,2.959735733,0.762357396,0.241323827,0.087110398,932.4027781,731.2531791,23,23,0.786646332,0.337516759,0.030144806,0.0619918,0.013063259,0.015147921,0.058000014,0.009751276
141745.79+512959.7,9.027372878,2.06443328,-4.998354727,1.143053464,0.419139291,0.095851264,0.262409063,0.061570256,9.639893764,2.180428675,-4.975188527,1.125328141,0.317662982,0.071851567,0.256608688,0.059531715,7.160202474,0.851068763,0.259508875,0.042822078,2190.894454,2914.525276,24,24,1.597274445,1.237927619,0.09967231,0.066702184,0.012735342,0.070681531,0.070192866,0.009284458
143929.51-001118.3,5.314371701,1.094376714,-11.95341784,2.461540681,0.575687197,0.118549981,0.698243354,0.149460628,5.375838882,1.130500754,-10.19527366,2.143993675,0.531906654,0.111856193,1.244916044,0.302730374,8.209725521,0.905938179,0.971579699,0.1688077,1827.224735,1095.591303,25,25,0.824479307,0.427263073,0.115974034,0.064899511,0.022077344,0.09254815,0.059947486,0.018988966
142557.63+334626.2,11.83640679,1.179756609,-18.90921269,1.884716287,0.991813655,0.098855906,0.261246407,0.026287874,9.975684276,3.785175612,-2.732545885,1.03683775,0.533577469,0.20246074,0.178690761,0.068802017,10.86346241,1.127679256,0.219968584,0.036826519,1079.654481,1620.027777,25,25,3.796468117,2.986038369,0.165651984,0.083793475,0.017588367,0.109642282,0.105052585,0.033867567
143822.20+642000.6,1.95869734,1.148831833,-3.463524022,2.031455585,0.137919012,0.080893433,0.220112401,0.129857828,3.92664246,1.802557929,-2.618218363,1.201914948,0.156432824,0.071811791,0.352072991,0.168413426,2.991770546,0.796101478,0.286092696,0.106332189,1253.839094,2188.917065,23,23,0.626584469,0.444319298,0.031367971,0.059252356,0.009944792,0.024299467,0.053036851,0.006737469
162054.19+435910.5,4.401146819,2.319920815,-2.102461516,1.108243927,0.359338188,0.189413391,0.916904173,0.627288779,2.107675546,1.254868608,-2.780257128,1.655310467,0.242757575,0.14453309,0.865520468,0.58150569,2.847885252,0.826324133,0.89121232,0.42767981,1986.987662,893.5445946,21,19,0.391903755,0.280475834,0.051896681,0.06145716,0.016897369,0.069974024,0.071113571,0.016201222
133521.81+321404.0,1.942788565,1.332721853,-2.205227486,1.512750751,0.1154238,0.079178879,0.331066849,0.232481665,1.937566811,,,,0.182270484,,0.741004541,,2.028527621,,0.536035695,,1617.356895,5094.107498,24,24,0.348641975,0.245977554,0.02605574,0.047837639,0.010960367,0.030784291,0.047119768,
113614.74+535157.2,4.148980553,,,,0.151356602,,0.776643987,,1.974246218,,,,0.168014113,,0.896707054,,3.061613386,,0.836675521,,3270.911044,1632.961255,23,10,0.194885436,0.187367894,0.025856374,0.037691864,,0.048031953,0.078740694,
123711.72+564414.6,2.438958985,1.084163325,-5.823407491,2.588614596,0.201531268,0.089584454,0.901078681,0.424119677,2.333025338,1.119603929,-4.633608901,2.223639257,0.206407654,0.099053712,0.968791623,0.507125183,3.807250179,0.937897254,0.934935152,0.330550091,2186.659197,560.1628931,20,14,0.223655573,0.213056812,0.037310519,0.047282412,0.008918076,0.022989554,0.074971,0.011295892
142951.20+034612.3,1.922187722,,,,0.166565873,,0.902831154,,,,,,,,,,1.922187722,,0.902831154,,2190.079427,,15,5,0.184492828,,0.041146693,0.066217693,,,,
160106.93+424432.9,9.076365834,1.371410247,-9.671229859,1.461292325,0.608029562,0.091871349,0.365212069,0.056879691,5.005558499,1.447462211,-4.783176004,1.383155649,0.504888175,0.145999004,0.299571112,0.088635791,7.134082549,0.708184639,0.33239159,0.052658339,3447.902181,5274.472709,25,25,1.66486711,1.685370034,0.103149433,0.078107969,0.013125184,0.043702116,0.083997841,0.014620369
092317.74+331948.7,3.287426708,1.644603218,-2.517848433,1.259605766,0.110534875,0.055297358,0.386117726,0.202035034,2.137400927,,,,0.123077678,,0.495545837,,2.647558689,,0.440831782,,1250.095605,3841.978772,23,21,0.286272469,0.248367897,0.023026831,0.040342194,,0.031530415,0.044635227,
160556.08+421201.8,3.166615865,1.497848076,-2.83964439,1.343186565,0.16575526,0.078404267,0.855238767,0.479581455,2.097124403,1.12830792,-4.013102299,2.159154269,0.227091877,0.122181385,0.884517093,0.514277741,3.02912174,0.789886263,0.86987793,0.351596347,1623.594179,363.3900431,19,10,0.193811677,0.256741084,0.024818297,0.052344606,0.010966748,0.01586001,0.079259621,0.010982937
120539.27+531640.4,4.094963891,,,,0.187339847,,1.053054302,,1.669179409,,,,0.145091862,,0.718700166,,2.88207165,,0.885877234,,4906.712347,4939.041339,21,11,0.177901411,0.201880935,0.046620908,0.04574884,,0.041953634,0.075703097,
103233.46+315914.6,1.829953971,1.03570285,-6.787839014,3.841727346,0.197809315,0.111954549,0.639833258,0.367115817,1.977577888,1.226766832,-2.782956766,1.726374002,0.198840718,0.123348465,0.848418507,0.586428634,3.34458191,1.126856065,0.744125883,0.345930833,1462.676648,1083.139782,23,21,0.3091576,0.234366313,0.031292747,0.052556752,,0.020592201,0.058272857,
145916.67+342802.3,5.780200634,1.517922616,-5.06161707,1.32921736,0.317433057,0.083360223,0.783199415,0.238721552,7.06887461,,,,0.235082609,,0.837385186,,5.970230771,,0.810292301,,3288.899212,3288.899212,25,25,0.40530298,0.280734139,0.045642767,0.058001421,0.010389129,0.043304881,0.044439135,
122721.71+452247.2,12.01788948,2.762021963,-4.667796176,1.072780339,0.389349118,0.089482502,0.541700832,0.139468439,5.517817531,1.215105395,-7.993638169,1.760317881,0.278574945,0.061346342,0.57470723,0.133133205,7.54928534,0.913606286,0.558204031,0.096405259,889.3194764,1618.197403,23,23,0.718753037,0.484724971,0.053306628,0.046199964,0.013228709,0.05912713,0.050486437,0.014825873
121743.38+564206.1,3.709222092,1.19914205,-5.604988285,1.812017986,0.305764599,0.098849618,0.165199116,0.053628163,2.945951188,1.165143291,-4.926650537,1.948523059,0.223478917,0.088387398,0.149741189,0.059398257,4.296703026,0.785638746,0.157470152,0.040012913,937.5457949,3653.345291,23,23,1.850885198,1.492434501,0.056004364,0.062308573,0.016707114,0.037699138,0.070434444,0.024091913
072822.23+403140.3,5.349989299,1.38726689,-5.564129669,1.442794074,0.294648379,0.076403132,0.735401266,0.214033807,3.286632473,,,,0.200634779,,0.907216058,,4.733583814,,0.821308662,,2746.728348,4366.783675,23,23,0.400663409,0.221154352,0.049473195,0.052954981,0.012968034,0.033512491,0.047452023,
123634.73+611152.9,4.070297334,1.16089965,-6.90289529,1.968791975,0.403419597,0.115060309,0.247957509,0.071279254,10.42366948,3.782632667,-2.857321962,1.036890072,0.266688579,0.096778292,0.218428307,0.081004844,6.063546016,1.134881072,0.233192908,0.053950247,1991.887903,1826.481854,23,23,1.62697068,1.220943302,0.068971368,0.06082119,0.012681775,0.033990127,0.07235428,0.011594441
020605.22-063303.3,2.908267862,1.359462702,-3.157918579,1.47616132,0.303198941,0.141729604,0.381020237,0.183944388,5.087043912,1.49960405,-4.552153535,1.341924307,0.360517146,0.106276451,0.599556961,0.193581336,3.926345972,0.710491214,0.490288599,0.133518979,2555.209996,564.3384692,25,25,0.795755477,0.601305914,0.061441208,0.050801954,0.014842678,0.055377166,0.064864154,0.014645788
130246.26+292444.4,4.216709425,1.596131823,-3.389527417,1.283022383,0.22575336,0.085453392,0.204481814,0.078378422,6.164983722,1.662196286,-4.64321215,1.25189787,0.346648389,0.093462966,0.466223128,0.134136579,4.603608178,0.729894171,0.335352471,0.077678502,1300.604381,1825.370959,24,24,1.104026592,0.743524653,0.027281034,0.065896831,0.015450336,0.049414941,0.05525258,0.012918403
121415.15+005511.5,15.05093579,1.563816721,-12.51846385,1.300688765,1.066519088,0.110813069,0.530382382,0.059513054,4.966472859,1.25917985,-6.490408718,1.64555251,0.644607326,0.163431187,0.352695445,0.091451874,9.756570305,0.725891304,0.441538913,0.054555588,2901.0998,2542.429374,22,22,2.010849388,1.827659915,0.221006861,0.086160161,0.021411689,0.176541218,0.091254408,0.030182439
121415.15+005511.5,15.05093579,1.563816721,-12.51846385,1.300688765,1.066519088,0.110813069,0.530382382,0.059513054,4.966472859,1.25917985,-6.490408718,1.64555251,0.644607326,0.163431187,0.352695445,0.091451874,9.756570305,0.725891304,0.441538913,0.054555588,2901.0998,2542.429374,22,22,2.010849388,1.827659915,0.221006861,0.086160161,0.021411689,0.176541218,0.091254408,0.030182439
143314.19+355028.3,2.349441994,1.143059462,-4.24315917,2.06439795,0.125697197,0.061154679,0.362698555,0.179164266,2.055807285,1.224986697,-2.905629734,1.731367428,0.097949696,0.058364943,0.336595,0.204320745,2.888509545,0.793195649,0.349646778,0.13587384,2915.013313,1650.295541,25,25,0.346561062,0.291001637,0.021368678,0.049088267,0.015326619,0.016293037,0.040783215,0.007072899
023315.18-025108.3,3.542943398,,,,0.221532485,,1.502649994,,,,,,,,,,3.542943398,,1.502649994,,2548.702357,,10,4,0.147427868,,0.031585256,0.067538638,,,,
115240.52-003004.3,4.811900237,1.727520558,-3.415937874,1.226356036,0.323567503,0.116163986,0.314619205,0.116609286,3.617517768,1.252266917,-4.799219283,1.661333523,0.263300465,0.091146052,0.47027976,0.169192332,4.16114379,0.742313862,0.392449482,0.102742117,2746.898243,5096.860326,24,24,1.028441678,0.559880495,0.051397653,0.067472012,0.019033131,0.046448654,0.055551318,0.015474541
140614.86-012937.7,11.33798575,1.178042909,-18.20708212,1.891757888,0.676564265,0.07029659,0.453449862,0.048449066,4.57786636,1.215474463,-6.625700992,1.759197346,0.438155074,0.116335048,0.353942401,0.095858825,10.18715881,0.7721191,0.403696132,0.053703413,2556.004679,2717.367024,25,25,1.492037647,1.237927619,0.123191515,0.069894483,0.018781279,0.086175092,0.082005376,0.031021761
141638.19-005352.9,7.901168541,2.08745169,-4.312074487,1.139229866,0.491745092,0.129916748,0.657295052,0.200485183,5.802754765,1.389459471,-6.015243988,1.440339644,0.362655356,0.08683719,0.684224551,0.181382972,6.007810445,0.777032623,0.670759802,0.135179595,3446.515555,5094.938562,25,25,0.748134481,0.530023886,0.074198398,0.064296056,0.011597001,0.054796557,0.060289384,0.00986064
115145.57+562212.0,5.87850046,1.146008487,-10.50175274,2.047307446,0.326682189,0.063686405,0.39187329,0.077782229,4.113418077,1.428860454,-4.030357496,1.400008055,0.273087111,0.094861102,0.553102992,0.206579473,6.131007193,0.770814017,0.472488141,0.110368875,3112.682078,3112.682078,23,23,0.833642397,0.493736455,0.032417163,0.049641087,0.011532414,0.033714781,0.045003723,0.012273276
120710.25+000806.1,4.002513054,1.178406714,-6.420334807,1.890253833,0.3445753,0.101448725,0.464199332,0.140728742,5.324613086,1.398428285,-5.44690255,1.430545745,0.237832746,0.062463137,0.672630167,0.195209307,5.298590875,0.748488675,0.568414749,0.120323785,2712.235348,3443.616303,24,24,0.742300293,0.353586202,0.052442109,0.070928432,0.015019711,0.023995325,0.05554818,0.016852385
160120.37+541708.2,6.948827889,2.102188456,-3.757937365,1.136866918,0.260096109,0.078685362,0.484567539,0.159354007,3.45413945,1.405178452,-3.498992762,1.423425228,0.22161184,0.090153911,0.601032185,0.265408835,4.414974366,0.779115226,0.542799862,0.154786586,1826.462229,2542.703829,25,25,0.53675925,0.368718756,0.048780516,0.05314632,0.009592089,0.024192076,0.056362415,0.008350202
160113.63+541207.6,2.24435696,1.333134989,-2.545727263,1.512147198,0.138250945,0.082120258,0.395083189,0.242554845,1.994140128,,,,0.157390477,,0.670321472,,2.261408117,,0.53270233,,3445.751541,1284.405401,25,24,0.349928695,0.234798502,0.0277791,0.061599357,0.013079057,0.026593071,0.047265517,
114703.29+532340.4,1.719717177,1.229316633,-2.40521206,1.719333406,0.18539594,0.132527788,0.17057704,0.12253332,2.139543952,1.747940724,-1.492395539,1.219240641,0.069823026,0.057043236,0.178691279,0.147544733,1.939217182,0.750382038,0.174634159,0.095895598,2378.989995,3652.74483,23,23,1.086875116,0.390746693,0.023339497,0.059540247,0.018871652,0.018856051,0.046147909,0.009273203
161217.95+545042.3,1.489129126,1.209802224,-2.187009205,1.776775804,0.112474387,0.091376739,0.393798342,0.327694424,1.923720479,,,,0.284197268,,1.644843032,,1.866619603,,1.019320687,,892.4562179,4542.412637,25,23,0.285614171,0.172780783,0.020931257,0.051123139,,0.024326954,0.050666429,
120036.19+543502.1,12.30828069,4.860268875,-2.587794844,1.02186317,0.292212867,0.115388423,0.386117726,0.162990812,3.776918682,1.302326438,-4.527058646,1.56098361,0.259927499,0.08962609,0.825575679,0.322029672,5.800013217,1.341620798,0.605846703,0.180464064,1984.846123,3632.909955,23,23,0.756797337,0.31484394,0.05086444,0.059886179,,0.05768631,0.047828457,
162935.00+315820.2,3.182312066,1.294045836,-3.874665387,1.575582314,0.314431283,0.127859394,0.695898562,0.309350678,4.430847164,1.660537612,-3.342360516,1.252608168,0.181418605,0.067989801,0.66647902,0.282929981,3.707546283,0.728158063,0.681188791,0.209611078,1989.395928,2906.423042,24,23,0.451834937,0.272204525,0.049825055,0.048884947,0.012228116,0.033010113,0.040944451,0.009353252
162845.69+442413.2,4.958166703,1.72852954,-3.516682913,1.225995547,0.249940151,0.087134814,0.223489188,0.079197374,3.593685782,1.404321053,-3.644858674,1.424318119,0.241975981,0.094558062,0.339060365,0.136198607,3.928348518,0.728512147,0.281274777,0.078775448,4017.971364,4544.442946,24,24,1.118354552,0.713666371,0.041271784,0.062118216,0.009400611,0.04504659,0.060798096,0.009287913
130345.98+263314.1,10.43466945,1.222712852,-14.8307931,1.737841473,0.479179583,0.056149266,0.307977362,0.036650464,9.575166816,2.374267196,-4.446527923,1.102565166,0.476060168,0.118044318,0.393157586,0.103500211,9.821789323,0.842908446,0.350567474,0.054898885,2909.59271,3632.743479,23,23,1.555892228,1.210863493,0.061752844,0.075149488,0.013019277,0.035264012,0.071208033,0.018222943
123007.31+611532.9,3.984290401,1.14749509,-7.079394486,2.03890018,0.385527418,0.111033779,0.339059189,0.098991714,3.84952689,1.04651749,-12.47646322,3.391803031,0.342834012,0.093201528,0.773372201,0.215642024,6.847418749,1.062820116,0.556215695,0.118638992,2710.886878,1460.040408,23,23,1.137050493,0.443297563,0.049977234,0.064205747,0.01873615,0.051795657,0.055525395,0.015855362
124939.87+581115.5,1.991954544,,,,0.126750717,,0.752264655,,,,,,,,,,1.991954544,,0.752264655,,1273.76341,,9,2,0.168492188,,0.045590779,0.06703079,,,,
161506.85+544612.3,2.733714398,1.287893818,-3.368364163,1.586886833,0.203941009,0.096079665,1.045501439,0.58984291,,,,,,,,,3.051039281,1.021870871,1.045501439,0.58984291,730.7460955,,21,8,0.195065259,,0.02714012,0.05519522,0.013807958,,,
143132.84+342115.4,3.477546647,1.411831471,-3.489311324,1.416607752,0.162012565,0.065774657,0.658823526,0.294983542,1.661203489,,,,0.192441607,,0.965169438,,2.876020486,,0.811996482,,4366.195162,2903.494303,25,22,0.24591193,0.199386345,0.025643079,0.046508697,0.007688718,0.021010247,0.060071711,
163102.45+313615.0,4.523206264,1.38649023,-4.709744009,1.443669307,0.177511526,0.054412287,0.655008978,0.220477876,1.817669868,1.077200137,-4.539069175,2.689974688,0.162383687,0.096232948,0.574707922,0.348273806,3.897422329,0.880442367,0.61485845,0.206097755,1095.64002,1990.137644,24,22,0.271006249,0.282549938,0.036036008,0.045179488,,0.028584738,0.050030154,0.011110207
131910.57+175223.2,2.924855221,1.727528468,-2.076322125,1.226353206,0.247441859,0.146148381,0.212272448,0.12724035,4.722178285,1.920229824,-2.880618275,1.171376596,0.458762995,0.1865517,0.411237862,0.177232138,3.150993476,0.77248392,0.311755155,0.109088654,3282.741964,5273.821499,25,25,1.165680524,1.115566043,0.025851289,0.079718604,0.016209254,0.03233993,0.064990071,0.019387018
172130.96+584404.7,5.37356667,1.16359573,-9.032097174,1.955816379,0.414910105,0.089844912,1.039858616,0.25501906,7.339526466,1.713317054,-5.275655944,1.231533307,0.345431365,0.080636462,0.974241324,0.289981843,6.755211563,0.77585849,1.00704997,0.193083007,4545.015892,5113.247492,24,24,0.399006267,0.354564477,0.04058757,0.056651169,0.009010115,0.048591247,0.056766909,0.009205973
121448.31+554928.4,1.543837399,1.264824636,-1.993448751,1.633179176,0.142935305,0.117103067,0.152391171,0.125392341,2.036166892,1.113231118,-4.16252616,2.275773006,0.18372011,0.100445079,0.222362376,0.122150861,2.433994801,0.817216383,0.187376773,0.087527242,2190.842421,3474.675913,23,22,0.937950041,0.826219406,0.027465435,0.069749991,0.018575603,0.02586108,0.057476223,0.016325058
122743.12+542833.3,4.99309672,,,,0.161607875,,0.828100569,,2.095871366,,,,0.202537204,,1.097007387,,3.544484043,,0.962553978,,2921.438492,4017.243271,23,14,0.195154889,0.184627019,0.022278725,0.034070226,,0.024434734,0.060475482,
103548.55+311323.2,11.22722455,2.001758556,-6.474451767,1.154362698,0.467505201,0.083353863,0.834846667,0.183696389,2.829177728,1.290401421,-3.469006073,1.582230173,0.281373992,0.128336016,0.53038171,0.255139169,5.999965029,0.770883369,0.682614188,0.157194433,1078.002102,1826.875427,23,23,0.559989301,0.530512245,0.046436012,0.052019845,0.011590724,0.043300606,0.059268876,0.02307251
